0,0.42354,0.050002
0,0.20966,0.050006
0,1.1323,0.050001
0,0.66415,0.050001
0,0.41286,0.050004
0,0.61075,0.049997
0,0.34962,0.050001
0,0.44212,0.049999
0,0.21033,0.050009
0,0.40187,0.049995
0,0.92926,0.050001
0,0.90356,0.050007
0,0.44974,0.05
0,3.4195,0.050003
0,0.78875,0.049998
0,0.56385,0.050004
0,0.33972,0.049999
0,0.22403,0.05
0,0.95178,0.050003
0,0.52476,0.050003
0,0.20936,0.049997
0,0.39895,0.050008
0,0.45932,0.049997
0,0.8667,0.049997
0,0.7204,0.050002
0,1.25,0.050007
0,0.54552,0.050007
0,0.95453,0.050003
0,0.39081,0.049995
0,0.51854,0.049997
0,2.9675,0.049998
0,0.22382,0.050003
0,0.60481,0.050002
0,0.67802,0.050004
0,0.37299,0.049998
0,0.21655,0.050006
0,0.21652,0.05
0,0.22292,0.049999
0,0.47595,0.050003
0,1.5707,0.049998
0,0.22338,0.049999
0,0.2098,0.05
0,0.53258,0.049999
0,0.52763,0.049999
0,0.35088,0.050006
0,0.20949,0.049994
0,0.95353,0.050003
0,0.82226,0.049998
0,2.5595,0.050002
