0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.74595,0,0,0,0,0,0.19608,0.19827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.31347,0,0.07137,0,0,0,0,0,0,0,0.054547,0,0.0095654,0.0096063,0,0.21447,0.0054092,0,0.056896,0,0,0,0,0,0.083577,0,0,0.016096,0.034294,0,0,0,0,0.13015,0,0,0.21332,0,0.071671,0,0,0,0
0,0,0,0,0.032897,0.038147,0,0,0,0,0,0.21541,0,0.029667,0.2146,0.0051548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018728,0,0.21497,0,0,0.070108,0,0,0,0.079373,0,0,0,0,0
0,0,0,0,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.39238,0,0,0,0,0,0,0.12115,0,0,0,0,0,0.031841,0,0,0,0.018412,0,0,0,0,0,0,0,0.28391,0,0,0,0.11579,0,0,0,0,0,0,0,0,0,0.24367,0,0,0,0
0.046225,0,0,0,0,0.020938,0.16343,0,0.16251,0.010612,0,0,0,0.016313,0,0,0.0028525,0,0,0.0016198,0.16298,0.016817,0,0,0,0,0,0,0,0.1038,0.0047679,0.010044,0,0,0,0,0.038545,0,0.10468,0,0,0.020994,0,0.16209,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48819,0,0,0.27429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35491,0,0,0.20269,0,0,0,0,0,0,0,0,0,0,0.5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.071967,0,0,0,0,0,0.071733,0,0,0.071735,0,0.072084,0,0,0.00057612,0.00058827,0.071983,0.013163,0.00033319,0,0.0034941,0.072434,0,0.071931,0,0,0,0,0.021614,0.00097857,0.0020865,0.072275,0,0.071984,0.072298,0,0,0.021758,0.013121,0,0.0043486,0,0,0,0
0,0,0.02747,0,0,0.016988,0,0,0,0,0,0,0,0,0,0.0022328,0,0,0,0.0013038,0,0,0,0.14922,0,0.15079,0.15036,0.020109,0.15016,0,0.0038155,0.0081724,0,0,0,0,0,0.15009,0,0,0,0,0.15012,0,0.14978,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.32465,0,0,0.056919,0,0,0.031976,0,0.33414,0,0,0,0,0,0,0,0,0,0.20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23172,0,0,0,0,0.10586,0,0,0,0,0,0,0,0,0,0.014209,0.014395,0,0,0.0081618,0,0,0,0,0,0,0,0,0,0,0.023973,0,0,0,0,0,0,0,0,0,0.21632,0,0,0,0,0.35608
