0,0,0,0,0,0,0,0,0,0.73737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.24849,0,0,0,0.069981,0.41241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.10215,0,0,0,0,0.3721,0,0,0,0,0.37209,0,0,0,0,0,0,0,0,0,0,0,0
0,0.089309,0,0.0059189,0.010731,0.0010586,0.0027282,0.089413,0,0.0002994,0,0,0.0044958,0,0,0,0.0079665,0,0,0,0.089038,0.089008,0,0.089173,0.089205,0.089757,0,0.030824,0.089105,0,0.088809
0,0,0,0,0,0.27468,0,0,0,0,0.44906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26246,0,0.15988,0,0,0.0093253,0.024202,0,0,0.0026316,0,0,0,0,0,0,0,0,0,0.26241,0,0,0,0,0,0,0.053668,0,0,0,0
0,0,0,0,0,0,0.23251,0,0.52799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44318,0,0,0,0,0,0,0,0,0,0.33312,0,0,0,0
0,0,0,0,0,0.071708,0,0,0,0.02008,0,0.72288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.21872,0,0.55984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.060469,0,0,0.0035108,0,0,0,0.0010043,0.005818,0,0.014868,0,0.16728,0.16793,0,0,0,0,0,0,0.16742,0,0,0,0.02002,0.10335,0,0.16847,0
0,0,0,0,0,0,0,0,0,0.8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.6506,0,0.11795,0,0,0,0.033354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.87456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.16581,0.43215,0,0,0.047071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.38219,0,0,0,0,0,0,0,0,0,0,0,0,0.55095,0,0,0,0,0,0,0,0,0,0,0,0,0
