0,0,0,0,0,0,0,0.18468,0.014624,0,0.63918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.18019,0,0,0.026824,0.017029,0.01412,0.0011097,0.064762,0,0.0033248,0.17968,0.02669,0,0,0,0,0.17844,0.18004,0,0,0,0,0,0.021684
0,0.032824,0,0,0.076653,0,0.063793,0.052882,0.0041982,0,0,0.012463,0,0,0,0,0.32435,0,0,0,0,0,0,0.08499,0,0
0,0,0,0,0,0,0,0,0.20178,0,0,0.61377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.61285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.36605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39054
0,0,0,0,0,0.059428,0.038105,0.031357,0.0024697,0,0,0,0,0.060373,0.24293,0,0,0,0,0,0,0,0,0,0.24285,0
0,0,0,0,0,0.28701,0.18273,0.15035,0.011891,0,0,0,0,0.28703,0,0,0,0,0,0,0,0,0,0,0,0
0,0.29214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53767,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.86078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45136,0,0,0,0,0,0,0,0.62765,0,0
0,0,0,0,0,0,0,0,0.028595,0,0,0.086499,0,0,0,0,0,0.91915,0,0,0,0,0,0,0,0
0.25223,0,0,0.25297,0,0,0.04028,0,0.0026161,0.15353,0,0.0078286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.027117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19136,0.19157,0.19108,0,0,0.028837
0,0.82423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.65205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.79629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
